Kepler ID,KOI Name,Kepler Disposition,NExScI Disposition,RA (J2000),Dec (J2000),Time of Transit Epoch,Period,Transit Depth,Duration,Ingress Duration,Impact Parameter,Inclination,Semi-major Axis,Eccentricity,Long of Periastron,r/R,a/R,Planet Radius,Teq,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Age,Provenance,Quarters,Transit Number,KOI count,Binary Discrimination,Transit Model,Transit Model SNR,Transit Model DOF,Transit Model chisq,Last vet Update,,,
integer,string,string,string,ra,dec,double,double,real,double,double,float,float,float,real,float,float,float,float,integer,integer,float,float,float,float,float,string,string,integer,integer,float,string,real,float,float,datetime,,,
2437112,K03461.01,FALSE POSITIVE,FALSE POSITIVE,19 20 48.867,+37 46 27.63,138.007,18.79924,639,4,0.2,0.8,88,0.122,0,,0.025,25,1.9,494,,,,0.668,,,,,55,1,0.091,mandel-agol_geometric_transit_model,9.4,1424.23,1126.09,9/5/13 0:00,,,
2437149,K03598.01,FALSE POSITIVE,FALSE POSITIVE,19 20 49.380,+37 46 08.90,138.0293122,18.79873466,552922,3.5,1.28662,0.1,89.91,0.135,0,,0.575,64.489,50.687,553,,,,0.808,,,,,0,1,-1,mandel-agol_geometric_transit_model,,,,7/31/13 0:00,,,
2437488,K03920.01,FALSE POSITIVE,FALSE POSITIVE,19 20 54.997,+37 45 41.08,141.8035,14.470291,982,5.08,0.14,0,90,0.139,0,,0.028,22,29,1758,,,,9.544,,,,,67,1,0.08,mandel-agol_geometric_transit_model,20.3,1876.41,1844.65,9/5/13 0:00,,,
2437505,K02671.01,FALSE POSITIVE,FALSE POSITIVE,19 20 55.276,+37 46 38.93,149.26101,21.476429,105807,5.4162,,0.15,89.95,0.09,0,,0.289,44.8,8.51,248,3240,4.897,,0.27,0.21,,J-K,,,2,,Mandel and Agol (2002, ApJ,580, 171),286.7,,2.49,10/25/13 0:00
2437505,K02671.02,FALSE POSITIVE,FALSE POSITIVE,19 20 55.276,+37 46 38.93,133.952,17.55078,4421,3.7335,,0.9,87.09,0.079,0,,0.075,17.6,2.21,264,3240,4.897,,0.27,0.21,,J-K,,,2,,Mandel and Agol (2002, ApJ,580, 171),11.3,,1.2,10/25/13 0:00
2437783,K03745.01,FALSE POSITIVE,FALSE POSITIVE,19 21 00.476,+37 45 47.53,131.7317,7.453512,59317,4.149,3.7,0.92,85.97,0.075,0,,0.33,13.14,36,933,,,,1,,,,,44,1,0.035,mandel-agol_geometric_transit_model,141.6,1033.85,1816.35,7/31/13 0:00,,,
2437897,K04909.01,FALSE POSITIVE,FALSE POSITIVE,19 21 02.827,+37 47 13.88,132.3949,1.653256,250,1.8,1,0.99,58,0.024,0,,0.026,1.9,1.8,1024,,,,0.612,,,,,589,1,0.003,mandel-agol_geometric_transit_model,8.2,5465.94,4451.94,7/31/13 0:00,,,
2438070,K00363.01,FALSE POSITIVE,FALSE POSITIVE,19 21 06.665,+37 47 21.59,171.09694,2.4429432,967,2.9819,,0.031,89.95,0.034,0,,0.028,6.54,4.3,1588,5597,4.1,,1.41,0.92,13.2,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),236.2,,3.2,10/25/13 0:00
2438264,K00440.01,CANDIDATE,CANDIDATE,19 21 11.162,+37 44 58.16,177.9317,15.906811,919,3.9368,,0.3,89.38,0.112,0,,0.027,30,2.2,569,5031,4.57,,0.74,0.737,13.7,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),81.5,,1.12,10/25/13 0:00
2438264,K00440.02,CANDIDATE,CANDIDATE,19 21 11.162,+37 44 58.16,170.8852,4.973455,729,1.6395,,0.83,86.52,0.052,0,,0.028,14,2.3,835,5031,4.57,,0.74,0.737,13.7,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),74.5,,1.19,10/25/13 0:00
2438490,K03699.01,FALSE POSITIVE,FALSE POSITIVE,19 21 18.230,+37 45 41.47,131.53962,3.3157673,114912,4.026,1.219,0.502,86.25,0.043,0,,0.32,7.678,31.56,1071.9,,,,0.905,,,,,101,1,0.745,mandel-agol_geometric_transit_model,287.9,2286.99,2543.93,7/31/13 0:00,,,
2438502,K01003.01,FALSE POSITIVE,FALSE POSITIVE,19 21 18.699,+37 43 36.27,172.26465,8.3606017,34767,7.4333,,0.025,89.95,0.074,0,,0.166,8.722,14.2,743,5171,4.53,,0.79,0.765,13.8,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),846,,3.65,10/25/13 0:00
2438513,K01944.01,CANDIDATE,CANDIDATE,19 21 18.882,+37 43 23.20,139.0601,12.184118,504,3.4242,,0.977,83.65,0.115,0,,0.028,8.7,6,1146,6286,3.98,,1.97,1.35,3.1,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),46.8,,1.44,10/25/13 0:00
2438513,K01944.02,FALSE POSITIVE,FALSE POSITIVE,19 21 18.882,+37 43 23.20,138.8257,8.36048,128,6.7903,,0.713,84.22,0.089,0,,0.011,6.79,2.41,1303,6286,3.98,,1.97,1.35,3.1,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),29.7,,1.91,10/25/13 0:00
2439243,K02280.01,CANDIDATE,CANDIDATE,19 21 53.884,+37 45 59.77,154.52,26.0206,1033,5.6619,,0.87,87.66,0.171,0,,0.035,19.7,2.4,475,5571,4.82,,0.64,0.98,,KIC,,,1,,Mandel and Agol (2002, ApJ,580, 171),23.7,,1.11,10/25/13 0:00
2440757,K00792.01,FALSE POSITIVE,FALSE POSITIVE,19 23 22.485,+37 43 43.78,170.40338,1.43376875,1981,1.4618,,0.97,67.61,0.026,0,,0.065,2.57,7.8,1718,5990,4.4,,1.1,1.1,,KIC,,,1,,Mandel and Agol (2002, ApJ,580, 171),142.7,,1.21,10/25/13 0:00
2441151,K00603.01,FALSE POSITIVE,FALSE POSITIVE,19 23 44.941,+37 42 14.30,171.67034,2.1920104,1503,2.2045,,0.014,89.95,0.032,0,,0.034,7.88,3,1202,5486,4.59,,0.79,0.89,0.6,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),176.4,,3.72,10/25/13 0:00
2441161,K03642.01,FALSE POSITIVE,FALSE POSITIVE,19 23 45.227,+37 42 04.22,132.22291,2.19198686,104459,3.13,9,1,81,0.032,0,,0.5,6,41,1092.3,,,,0.753,,,,,118,1,0,mandel-agol_geometric_transit_model,406.9,1898.31,6647.1,7/31/13 0:00,,,
2441495,K00166.01,CANDIDATE,CANDIDATE,19 24 05.244,+37 46 11.25,138.464,12.493311,737,2.2716,,0.61,88.81,0.098,0,,0.026,34.73,2.5,722,5386,4.43,,0.91,0.81,14,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),88,,1.45,10/25/13 0:00
2441728,K01000.01,FALSE POSITIVE,FALSE POSITIVE,19 24 17.871,+37 44 39.80,133.67615,0.8568931,108,1.3299,,0.36,85.37,0.018,0,,0.009,4.7,0.99,1943,6053,4.5,,0.95,1.05,0.3,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),47,,1.2,10/25/13 0:00
2442359,K03997.01,FALSE POSITIVE,FALSE POSITIVE,19 24 53.562,+37 46 53.58,131.73725,0.5528586,122,0.99,0.04,0.87,67,0.014,0,,0.012,2.3,3.3,3053,,,,2.543,,,,,1770,1,1,mandel-agol_geometric_transit_model,20.2,11288.01,9646.29,7/31/13 0:00,,,
2442448,K02812.01,CANDIDATE,CANDIDATE,19 24 58.843,+37 45 32.62,153.789,76.6147,448,10.0246,,0.88,88.24,0.363,0,,0.023,28.9,2.7,468,6185,4.42,,1.07,1.08,2,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),25.3,,1.84,10/25/13 0:00
2443393,K02603.01,CANDIDATE,CANDIDATE,19 25 49.812,+37 44 34.57,202.851,73.6984,113,11.4897,,0.848,88.24,0.348,0,,0.011,27,1.32,465,5994,4.39,,1.075,1.035,,J-K,,,1,,Mandel and Agol (2002, ApJ,580, 171),21.1,,1,10/25/13 0:00
2444412,K00103.01,CANDIDATE,CANDIDATE,19 26 44.004,+37 45 05.73,141.33981,14.910755,861,3.3104,,0.65,88.81,0.115,0,,0.028,27,2.95,703,5531,4.44,,0.955,0.908,9.1,SME,,,1,,Mandel and Agol (2002, ApJ,580, 171),174.4,,1.51,10/25/13 0:00
2445129,K00793.01,FALSE POSITIVE,FALSE POSITIVE,19 27 23.738,+37 42 48.60,173.3121,10.318768,810,2.9383,,0.03,89.95,0.092,0,,0.025,28,2.8,856,5859,4.41,,1.01,0.959,6.1,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),40.4,,1.74,10/25/13 0:00
2445154,K01023.01,FALSE POSITIVE,FALSE POSITIVE,19 27 24.917,+37 44 30.91,139.6436,8.41206,776,3.8392,,0.03,89.95,0.07,0,,0.025,17.2,1.63,584,4517,4.68,,0.602,0.634,13,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),46.7,,3.66,10/25/13 0:00
2445975,K00053.01,FALSE POSITIVE,FALSE POSITIVE,19 28 07.419,+37 46 24.70,172.2585,3.3888855,10069,2.4324,,0.021,89.95,0.109,0,,0.089,12.01,67,9721,27740,3.945,,6.88,15.221,,J-K,,,1,,Mandel and Agol (2002, ApJ,580, 171),146.3,,1.08,10/25/13 0:00
2446113,K00379.01,FALSE POSITIVE,FALSE POSITIVE,19 28 13.623,+37 46 34.29,170.996,6.717274,290,2.4261,,0.22,89.38,0.076,0,,0.016,21,2.9,1353,6558,4.12,,1.66,1.32,2.65,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),56.1,,1.25,10/25/13 0:00
2446113,K00379.02,CANDIDATE,CANDIDATE,19 28 13.623,+37 46 34.29,152.1823,23.13571,137,3.1404,,0.55,89.38,0.174,0,,0.011,48,2.02,894,6558,4.12,,1.66,1.32,2.65,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),16.3,,1.04,10/25/13 0:00
2446623,K03674.01,CANDIDATE,CANDIDATE,19 28 39.668,+37 47 38.57,179.04362,175.06569,53910,4.544,6,0.97,89.8,0.625,0,,0.34,273.4,36,334,,,,0.966,,,,,6,1,0.292,mandel-agol_geometric_transit_model,226.7,144.3,171.33,7/31/13 0:00,,,
2449074,K00378.01,FALSE POSITIVE,FALSE POSITIVE,19 30 46.392,+37 42 19.85,173.74725,4.9440222,910,3.0607,,0.029,89.95,0.054,0,,0.027,12.68,2.61,982,5504,4.475,,0.884,0.851,,J-K,,,1,,Mandel and Agol (2002, ApJ,580, 171),94.7,,3.81,10/25/13 0:00
2449090,K03702.01,FALSE POSITIVE,FALSE POSITIVE,19 30 47.109,+37 42 26.05,134.19543,4.9440247,129273,4.485,4,0.9,84.8,0.057,0,,0.49,9.97,53,1069.8,,,,1,,,,,51,1,0.555,mandel-agol_geometric_transit_model,317.7,1255.81,1229.05,7/31/13 0:00,,,
2449101,K04236.01,FALSE POSITIVE,FALSE POSITIVE,19 30 47.651,+37 46 42.53,131.8044,0.739761,118,1.31,0.46,0.985,17.7,0.013,0,,0.014,1.034,0.763,1035,,,,0.49,,,,,1321,1,0.846,mandel-agol_geometric_transit_model,13.2,15480.86,12639.77,7/31/13 0:00,,,
2449431,K02009.01,CANDIDATE,CANDIDATE,19 31 05.757,+37 47 51.69,170.2941,86.749,556,9.1821,,0.03,89.95,0.381,0,,0.021,73.7,2.2,414,5890,4.46,,0.97,0.98,4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),41.9,,2.31,10/25/13 0:00
2452440,K03687.01,FALSE POSITIVE,FALSE POSITIVE,19 33 47.249,+37 43 16.36,138.4409,8.096886,62729,5.743,1.447,0.535,87.45,0.08,0,,0.237,12.02,27.11,879.9,,,,1.046,,,,,32,1,0.422,mandel-agol_geometric_transit_model,225.8,1007.69,1388.57,7/31/13 0:00,,,
2452450,K00380.01,FALSE POSITIVE,FALSE POSITIVE,19 33 47.710,+37 43 21.51,170.81146,8.0970439,1019,4.6002,,0.027,89.95,0.087,0,,0.029,14.05,5.3,1294,6638,4.11,,1.7,1.35,2.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),219.6,,9.81,10/25/13 0:00
2554853,K04911.01,FALSE POSITIVE,FALSE POSITIVE,19 04 06.599,+37 53 40.09,376.086,309.395,211,15.9,0.4,0.6,89.7,1.007,0,,0.014,118,2.7,400,,,,1.736,,,,,3,1,0.229,mandel-agol_geometric_transit_model,6.6,203.41,220.03,7/31/13 0:00,,,
2556650,K02156.01,CANDIDATE,CANDIDATE,19 06 22.625,+37 53 28.53,132.0415,2.852375,1624,0.8343,,0.98,84.8,0.032,0,,0.058,10.7,3.3,708,4003,4.75,,0.515,0.538,13.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),41.7,,1.33,10/25/13 0:00
2557816,K00488.01,CANDIDATE,CANDIDATE,19 07 51.336,+37 49 46.95,176.4493,9.379012,535,3.2783,,0.77,87.09,0.085,0,,0.023,14.6,2.31,834,5769,4.49,,0.91,0.945,4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),44.8,,1.35,10/25/13 0:00
2558163,K04655.01,CANDIDATE,CANDIDATE,19 08 15.681,+37 53 58.12,138.824,17.54695,286,3.8,0.1,0,89,0.134,0,,0.016,34,1.6,704,,,,0.942,,,,,58,1,0.364,mandel-agol_geometric_transit_model,8.1,1214.17,1094.45,7/31/13 0:00,,,
2558363,K01021.01,FALSE POSITIVE,FALSE POSITIVE,19 08 32.131,+37 50 21.34,178.5618,0.5462482,666,1.424,,0.1,88.24,0.013,0,,0.023,3,2,1878,5469,4.59,,0.79,0.89,0.8,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),43.5,,1.22,10/25/13 0:00
2558370,K03855.01,CANDIDATE,CANDIDATE,19 08 32.629,+37 50 17.90,131.55588,0.546263,46002,1.257,0.34,0.65,79,0.013,0,,0.211,3.4,23,2229.5,,,,1,,,,,473,1,1,mandel-agol_geometric_transit_model,53.3,3631.26,3147.97,9/12/13 0:00,,,
2569494,K03704.01,FALSE POSITIVE,FALSE POSITIVE,19 20 42.920,+37 50 56.22,132.3147154,1.523285747,231099,3,0.549137,0.1,88.79,0.026,0,,0.222,4.723,22.869,1370.8,,,,0.945,,,,,0,1,-1,mandel-agol_geometric_transit_model,,,,7/31/13 0:00,,,
2570773,K04376.01,FALSE POSITIVE,FALSE POSITIVE,19 21 19.373,+37 52 55.53,132.741,1.891131,1336,4.08,3,0.98,46,0.027,0,,0.055,1.4,4.2,1020.3,,,,0.704,,,,,137,1,0.961,mandel-agol_geometric_transit_model,10.7,3110.24,2464.28,9/5/13 0:00,,,
2571238,K00084.01,CANDIDATE,CONFIRMED,19 21 40.994,+37 51 06.48,135.992,9.287009,696,3.5406,,0.814,86.52,0.084,0,,0.027,12.6,2.53,781,5541,4.53,,0.857,0.906,4,SME,,,1,,Mandel and Agol (2002, ApJ,580, 171),289.9,,1.07,10/25/13 0:00
2572029,K04581.01,CANDIDATE,CANDIDATE,19 22 25.935,+37 48 06.81,133.4025,6.00611,54.5,4.44,0.3,0.94,75,0.065,0,,0.008,3.6,1.04,1117,,,,1.136,,,,,163,1,0.769,mandel-agol_geometric_transit_model,9.3,3417.74,2773.87,6/6/13 0:00,,,
2573056,K02648.01,FALSE POSITIVE,FALSE POSITIVE,19 23 23.313,+37 51 50.59,132.5374,0.6317976,163,1.1391,,0.58,80.79,0.015,0,,0.012,3.6,1.55,2547,6550,4.39,,1.17,1.22,0.25,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),27.8,,1.05,10/25/13 0:00
2573108,K03217.01,FALSE POSITIVE,FALSE POSITIVE,19 23 26.770,+37 53 07.52,132.809,5.091872,49.2,15.3,0.1,0,87,0.068,0,,0.006,2.5,1.7,1778,,,,2.444,,,,,198,1,0.933,mandel-agol_geometric_transit_model,10.7,16357.44,13726.22,7/31/13 0:00,,,
2574201,K01025.01,FALSE POSITIVE,FALSE POSITIVE,19 24 26.030,+37 51 28.05,157.3173,37.47868,1470,3.599,,0.95,88.24,0.178,0,,0.048,28,2.66,298,3979,4.75,,0.513,0.534,13.9,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),26.3,,1.72,10/25/13 0:00
2574338,K01030.01,CANDIDATE,CANDIDATE,19 24 33.237,+37 51 33.48,138.4338,9.22969,441,2.7144,,0.41,88.81,0.091,0,,0.02,24,2.36,982,6409,4.42,,1.1,1.17,0.2,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),20.4,,1.18,10/25/13 0:00
2576107,K03709.01,CANDIDATE,CANDIDATE,19 26 05.552,+37 53 15.51,234.7496,205.5818,23746,4.01,0.5,0,90,0.714,0,,0.142,448,16.66,343,,,,1.076,,,,,5,1,0.114,mandel-agol_geometric_transit_model,196.2,97.41,351.75,7/31/13 0:00,,,
2576197,K00489.01,FALSE POSITIVE,FALSE POSITIVE,19 26 09.836,+37 48 59.61,171.697,2.217029,591,2.6593,,0.969,66.46,0.035,0,,0.029,2.4,3.5,1581,6398,4.42,,1.1,1.171,0.24,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),66.4,,2.24,10/25/13 0:00
2576197,K00489.02,FALSE POSITIVE,FALSE POSITIVE,19 26 09.836,+37 48 59.61,140.307,8.87448,187,3.5987,,0.964,80.79,0.088,0,,0.016,6.1,1.95,997,6398,4.42,,1.1,1.171,0.24,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),6.3,,1.05,10/25/13 0:00
2576224,K04465.01,FALSE POSITIVE,FALSE POSITIVE,19 26 11.104,+37 49 03.90,131.8004,2.21703,29.6,2.42,0.015,0.4,86,0.039,0,,0.005,6,1.14,2389,,,,2.046,,,,,442,1,0.989,mandel-agol_geometric_transit_model,10.1,5255.08,4317.34,9/5/13 0:00,,,
2576962,K04333.01,CANDIDATE,CANDIDATE,19 26 48.120,+37 50 37.43,136.184,309.246,269,10.5,0.2,0,90,0.9,0,,0.015,223,1.7,285,,,,1.038,,,,,4,1,0.799,mandel-agol_geometric_transit_model,7,297.68,315.65,7/31/13 0:00,,,
2578017,K04629.01,FALSE POSITIVE,FALSE POSITIVE,19 27 39.397,+37 48 28.15,131.8906,0.592577,361,1.044,0.36,0.975,44,0.014,0,,0.024,1.36,2.12,1855.1,,,,0.805,,,,,1307,1,1,mandel-agol_geometric_transit_model,16.3,9384.7,7993.14,7/31/13 0:00,,,
2579043,K02064.01,CANDIDATE,CANDIDATE,19 28 32.461,+37 53 22.64,136.9338,6.312192,338,5.1172,,0.709,84.22,0.07,0,,0.018,6.93,2.11,1090,6318,4.43,,1.07,1.14,0.51,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),36.6,,1.53,10/25/13 0:00
2581191,K02203.01,FALSE POSITIVE,FALSE POSITIVE,19 30 24.060,+37 49 55.45,132.7074,1.9904434,152,2.9845,,0.03,89.95,0.032,0,,0.011,5.18,1.22,1545,6202,4.46,,1.02,1.1,0.5,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),28.3,,1.17,10/25/13 0:00
2581316,K03681.01,CANDIDATE,CANDIDATE,19 30 30.593,+37 51 36.51,238.81915,217.83189,9448,21.348,1.729,0,90,0.709,0,,0.088,84.82,9.616,302.9,,,,1,,,,,5,2,0.478,mandel-agol_geometric_transit_model,453.5,592.98,612.54,6/6/13 0:00,,,
2581316,K03681.02,CANDIDATE,CANDIDATE,19 30 30.593,+37 51 36.51,134.566,10.514196,72.5,3.73,0.05,0.6,88.1,0.094,0,,0.008,18,0.88,831.9,,,,1,,,,,90,2,0.692,mandel-agol_geometric_transit_model,16.1,1821.58,1529.34,6/6/13 0:00,,,
2581554,K03835.01,CANDIDATE,CANDIDATE,19 30 45.666,+37 50 05.93,175.2667,47.14861,1198,3.02,0.09,0,90,0.248,0,,0.031,122,6.6,621,,,,1.957,,,,,20,1,0.105,mandel-agol_geometric_transit_model,33.4,345.96,274.13,6/6/13 0:00,,,
2584163,K01031.01,CANDIDATE,CANDIDATE,19 33 00.989,+37 50 46.29,135.971,14.55916,313,6.3273,,0.895,84.22,0.117,0,,0.019,8.6,2.04,758,5952,4.46,,0.97,1,3.2,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),16.3,,1.31,10/25/13 0:00
2692377,K00299.01,CANDIDATE,CANDIDATE,19 02 38.796,+37 57 52.20,170.54195,1.5416829,297,1.9378,,0.587,83.65,0.026,0,,0.016,5.1,1.98,1597,5538,4.34,,1.11,0.988,9,SME,,,1,,Mandel and Agol (2002, ApJ,580, 171),122.2,,1.24,10/25/13 0:00
2693736,K01976.01,CANDIDATE,CANDIDATE,19 04 27.685,+37 58 01.20,134.9536,12.124,744,3.3502,,0.51,88.81,0.096,0,,0.025,25,2.1,655,5240,4.57,,0.77,0.8,8,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),41.8,,1.32,10/25/13 0:00
2694632,K04600.01,FALSE POSITIVE,FALSE POSITIVE,19 05 29.612,+37 55 08.41,131.788,0.922279,21.9,3,0.021,0.6,71,0.019,0,,0.004,1.9,0.49,1872.4,,,,1,,,,,1063,1,0.83,mandel-agol_geometric_transit_model,7.4,13798.88,11539.47,7/31/13 0:00,,,
2695110,K00400.01,FALSE POSITIVE,FALSE POSITIVE,19 06 05.808,+37 59 07.56,209.9916,44.18926,3787,5.2777,,1.05,87.66,0.248,0,,0.148,23,16.7,548,6090,4.43,,1.03,1.05,2.6,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),134.9,,11.62,10/25/13 0:00
2696703,K03161.01,CANDIDATE,CANDIDATE,19 08 13.777,+37 59 28.92,133.65941,6.0940509,2736,1.759,0.72,0.947,85.75,0.065,0,,0.063,12.8,6.9,997.8,,,,1,,,,,162,1,0.805,mandel-agol_geometric_transit_model,45.8,1350.63,966.53,7/31/13 0:00,,,
2697169,K01027.01,FALSE POSITIVE,FALSE POSITIVE,19 08 48.516,+37 56 53.70,366.023,14.71266,134,4.2138,,0.59,88.24,0.118,0,,0.011,21,1.11,670,5380,4.49,,0.94,1.01,,KIC,,,1,,Mandel and Agol (2002, ApJ,580, 171),4.2,,1.34,10/25/13 0:00
2697935,K03853.01,CANDIDATE,CANDIDATE,19 09 52.288,+37 57 59.90,132.4572,21.513203,660,2.14,0.05,0,90,0.17,0,,0.023,79,11.3,1113.3,,,,4.545,,,,,23,1,0.003,mandel-agol_geometric_transit_model,26.1,253.6,481.22,7/31/13 0:00,,,
2707985,K03253.01,FALSE POSITIVE,FALSE POSITIVE,19 21 00.901,+37 55 36.88,132.6601,1.891367,26,4.62,0.032,0.6,78,0.039,0,,0.005,2.6,1.96,3387,,,,3.695,,,,,520,1,0.86,mandel-agol_geometric_transit_model,14.3,12854.87,10576.32,9/5/13 0:00,,,
2708203,K04045.01,FALSE POSITIVE,FALSE POSITIVE,19 21 11.836,+37 54 32.16,132.7089,1.89121,71.5,4.2,0.03,0,90,0.032,0,,0.008,3,1.04,1796,,,,1.216,,,,,519,1,0.043,mandel-agol_geometric_transit_model,16.8,11814.25,9612.74,9/5/13 0:00,,,
2708221,K04352.01,FALSE POSITIVE,FALSE POSITIVE,19 21 12.891,+37 55 27.09,132.6621,1.891335,573,5.1,0.1,0,90,0.028,0,,0.021,2.9,1.9,1135.7,,,,0.84,,,,,137,1,0.348,mandel-agol_geometric_transit_model,11.9,2895.5,2321.51,9/5/13 0:00,,,
2708278,K04102.01,FALSE POSITIVE,FALSE POSITIVE,19 21 15.813,+37 58 40.00,132.6888,1.89127,104,3.46,0.03,0,90,0.028,0,,0.009,4,1,1421,,,,0.968,,,,,518,1,0.921,mandel-agol_geometric_transit_model,12.9,9528.2,7875.54,9/5/13 0:00,,,
2708286,K04071.01,FALSE POSITIVE,FALSE POSITIVE,19 21 16.384,+37 54 39.53,132.6538,1.89134,172,4,0.06,0,84,0.03,0,,0.012,3,1.3,1498,,,,0.991,,,,,518,1,0.49,mandel-agol_geometric_transit_model,17,12547.77,10142.76,9/5/13 0:00,,,
2708343,K04111.01,FALSE POSITIVE,FALSE POSITIVE,19 21 20.068,+37 54 40.22,132.6728,1.891304,189,3.09,0.04,0,90,0.026,0,,0.012,5,0.79,962,,,,0.601,,,,,517,1,0.999,mandel-agol_geometric_transit_model,12.6,9061.34,7546.13,9/5/13 0:00,,,
2708420,K04003.01,FALSE POSITIVE,FALSE POSITIVE,19 21 24.368,+37 56 54.85,132.655,1.891329,71.5,5,0.04,0,89,0.03,0,,0.008,3,1.1,1708,,,,1.278,,,,,519,1,0.073,mandel-agol_geometric_transit_model,18.6,13092,10627.22,9/5/13 0:00,,,
2708885,K02907.01,FALSE POSITIVE,FALSE POSITIVE,19 21 53.547,+37 54 22.32,132.2635,1.1469386,318,1.7361,,0.15,88.24,0.02,0,,0.016,5.1,1.5,1553,5394,4.49,,0.85,0.82,10.7,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),22.8,,1.17,10/25/13 0:00
2710623,K04532.01,FALSE POSITIVE,FALSE POSITIVE,19 23 35.478,+37 58 22.00,131.6348,1.020922,38.3,1.57,0.23,0.977,37,0.019,0,,0.008,1.23,0.9,1876,,,,1.068,,,,,956,1,0.868,mandel-agol_geometric_transit_model,8,9780.42,8146.08,7/31/13 0:00,,,
2711597,K04746.01,FALSE POSITIVE,FALSE POSITIVE,19 24 29.890,+37 59 11.44,131.7865,0.980404,96,1,0.27,0.981,59,0.017,0,,0.013,1.9,0.98,1354,,,,0.685,,,,,997,1,0.502,mandel-agol_geometric_transit_model,9.2,6788.39,5515.88,7/31/13 0:00,,,
2713049,K00794.01,CANDIDATE,CANDIDATE,19 25 45.593,+37 54 20.37,169.6748,2.53917,398,2.5413,,0.852,79.07,0.037,0,,0.021,4.4,2.2,1337,5980,4.49,,0.95,1.02,1.5,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),44.2,,1.38,10/25/13 0:00
2715135,K01024.01,CANDIDATE,CANDIDATE,19 27 36.782,+37 54 08.24,133.2978,5.747719,698,1.9402,,0.87,85.94,0.053,0,,0.029,12.6,1.76,618,4299,4.71,,0.562,0.592,13.6,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),54.2,,1.43,10/25/13 0:00
2715695,K03077.01,CANDIDATE,CANDIDATE,19 28 08.035,+37 58 28.37,131.6151,4.095826,435,1.7714,,0.85,85.37,0.044,0,,0.023,10,1.64,807,4739,4.64,,0.655,0.677,13.9,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),11.3,,1.21,10/25/13 0:00
2715695,K03077.02,CANDIDATE,CANDIDATE,19 28 08.035,+37 58 28.37,138.0021,7.55834,462,3.1776,,0.6,87.66,0.066,0,,0.021,15,1.5,659,4739,4.64,,0.655,0.677,13.9,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),12.8,,1.38,10/25/13 0:00
2716801,K03053.01,CANDIDATE,CANDIDATE,19 29 01.113,+37 58 17.11,136.1283,42.52146,823,5.9603,,0.37,89.38,0.239,0,,0.026,52,2.6,506,5900,4.53,,0.9,1.01,0.3,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),16.7,,0.99,10/25/13 0:00
2716853,K01022.01,CANDIDATE,CANDIDATE,19 29 04.350,+37 57 20.30,196.1907,18.82729,951,4.6464,,0.19,89.38,0.135,0,,0.028,31,2.6,629,5669,4.54,,0.85,0.93,2.3,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),30.2,,1.6,10/25/13 0:00
