Kepler ID,KOI Name,Kepler Disposition,NExScI Disposition,RA (J2000),Dec (J2000),Time of Transit Epoch,Period,Transit Depth,Duration,Ingress Duration,Impact Parameter,Inclination,Semi-major Axis,Eccentricity,Long of Periastron,r/R,a/R,Planet Radius,Teq,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Age,Provenance,Quarters,Transit Number,KOI count,Binary Discrimination,Transit Model,Transit Model SNR,Transit Model DOF,Transit Model chisq,Last vet Update,,,
integer,string,string,string,ra,dec,double,double,real,double,double,float,float,float,real,float,float,float,float,integer,integer,float,float,float,float,float,string,string,integer,integer,float,string,real,float,float,datetime,,,
9044228,K01988.01,CANDIDATE,CANDIDATE,19 53 18.384,+45 18 55.84,131.57865,0.9348918,266,1.4563,,0.66,80.21,0.016,0,,0.016,3.9,1.1,1305,4674,4.65,,0.6,0.67,13.7,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),69.8,,1.14,10/25/13 0:00
9048161,K00146.01,FALSE POSITIVE,FALSE POSITIVE,19 57 35.933,+45 18 57.78,137.3408,8.6678241,2649,4.194,,0.98,80.79,0.092,0,,0.079,6.08,18.1,1326,6302,3.93,,2.09,1.37,3.08,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),492.6,,30.67,10/25/13 0:00
9049673,K03799.01,FALSE POSITIVE,FALSE POSITIVE,19 59 16.011,+45 19 58.16,131.55141,1.3275374,5931,3.41,1.7,1,50.9,0.023,0,,0.133,1.587,13.6,1410.5,,,,0.935,,,,,585,1,-1,mandel-agol_geometric_transit_model,118.3,11188.33,17016.3,7/31/13 0:00,,,
9053086,K03751.01,FALSE POSITIVE,FALSE POSITIVE,20 02 53.196,+45 18 24.13,131.59745,1.2748808,10197,0.94,0.31,0.872,83,0.024,0,,0.112,7.1,16.2,1955.4,,,,1.324,,,,,200,1,0.88,mandel-agol_geometric_transit_model,174.7,1098.17,7970.11,7/31/13 0:00,,,
9053112,K00702.01,FALSE POSITIVE,FALSE POSITIVE,20 02 54.485,+45 18 19.94,169.8738,1.2748374,255,6.3516,,0.031,88.81,0.026,0,,0.014,1.711,4.27,2432,5331,3.69,,2.78,1.375,3.27,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),109.5,,2.29,10/25/13 0:00
9070666,K03008.01,CANDIDATE,CANDIDATE,18 50 47.988,+45 25 32.77,131.7708,2.997905,45,4.3692,,0.4,85.37,0.042,0,,0.006,4.9,0.84,1459,6052,4.29,,1.25,1.13,,KIC,,,1,,Mandel and Agol (2002, ApJ,580, 171),15.7,,1.19,10/25/13 0:00
9071386,K00023.01,FALSE POSITIVE,FALSE POSITIVE,18 52 39.917,+45 24 11.02,136.861964,4.69330583,14477,5.1149,,0,89.95,0.06,0,,0.11,7.809,17.2,1368,6359,4.25,,1.43,1.333,1.88,SPC,,,1,,Mandel and Agol (2002, ApJ,580, 171),5199.9,,4.85,10/25/13 0:00
9071593,K02257.01,CANDIDATE,CANDIDATE,18 53 10.115,+45 26 02.79,163.4706,32.56265,646,5.4537,,0.21,89.95,0.193,0,,0.023,46,2,498,5540,4.59,,0.8,0.91,0.5,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),26.3,,1.19,10/25/13 0:00
9071593,K02257.02,CANDIDATE,CANDIDATE,18 53 10.115,+45 26 02.79,148.767,59.2798,388,5.9,0.1,0.5,90,0.288,0,,0.018,67,1.6,407,,,,0.801,,,,,17,1,0.254,mandel-agol_geometric_transit_model,9.7,532.33,396.62,6/6/13 0:00,,,
9072190,K01933.01,CANDIDATE,CANDIDATE,18 54 23.203,+45 24 28.36,136.4687,49.10146,838,6.4415,,0.67,89.38,0.259,0,,0.028,46,2.6,459,5736,4.56,,0.85,0.961,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),41.4,,0.96,10/25/13 0:00
9072639,K04198.01,CANDIDATE,CANDIDATE,18 55 24.697,+45 29 06.94,131.9667,1.182877,22.6,2.9,0.016,0.4,81,0.022,0,,0.004,2.8,0.48,1723.3,,,,1,,,,,829,1,0.95,mandel-agol_geometric_transit_model,12.2,13607.3,11181.65,6/6/13 0:00,,,
9076513,K00583.01,CANDIDATE,CANDIDATE,19 04 01.187,+45 28 49.40,170.7387,2.437018,233,3.3839,,0.745,79.07,0.036,0,,0.015,3.89,1.5,1309,5916,4.53,,0.91,1.011,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),52.9,,1.43,10/25/13 0:00
9076971,K02981.01,CANDIDATE,CANDIDATE,19 05 05.200,+45 26 26.92,134.7523,9.066878,420,3.0212,,0.89,85.37,0.083,0,,0.022,11.2,2.3,729,4946,4.47,,0.93,0.93,,KIC,,,1,,Mandel and Agol (2002, ApJ,580, 171),16.5,,1.05,10/25/13 0:00
9077124,K00926.01,CANDIDATE,CANDIDATE,19 05 26.426,+45 24 51.45,170.96571,3.1663528,1500,3.3168,,0.09,89.38,0.043,0,,0.035,7.5,3.5,1216,5956,4.52,,0.92,1.02,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),143.5,,1.41,10/25/13 0:00
9083470,K04731.01,FALSE POSITIVE,FALSE POSITIVE,19 18 53.203,+45 26 23.13,131.5771,0.918479,198,1.6,0.02,0,90,0.018,0,,0.013,4,1.1,1472.5,,,,0.775,,,,,494,1,0.996,mandel-agol_geometric_transit_model,7.9,4345.35,3564.19,9/5/13 0:00,,,
9083564,K03249.01,FALSE POSITIVE,FALSE POSITIVE,19 19 02.520,+45 27 20.19,131.583,0.9184356,27.5,1.89,0.02,0.72,74,0.019,0,,0.005,2.6,0.7,2108.8,,,,1.236,,,,,532,1,0.115,mandel-agol_geometric_transit_model,11.2,5767.66,4779.9,9/5/13 0:00,,,
9084778,K01631.01,FALSE POSITIVE,FALSE POSITIVE,19 21 07.427,+45 27 51.34,131.6536,0.59224443,4127,1.0979,,0.93,61.31,0.012,0,,0.081,1.93,6.5,1755,5053,4.56,,0.74,0.74,13.9,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),341,,1.13,10/25/13 0:00
9085563,K03393.01,CANDIDATE,CANDIDATE,19 22 21.694,+45 26 22.95,176.069,54.6461,428,8,0.1,0,90,0.289,0,,0.019,53,2.1,491,,,,1.048,,,,,14,1,0.642,mandel-agol_geometric_transit_model,10.7,597.03,507.59,6/6/13 0:00,,,
9086001,K04821.01,FALSE POSITIVE,FALSE POSITIVE,19 23 04.878,+45 29 52.98,366.902,256.539,149,9.5,0.1,0,90,0.826,0,,0.011,208,1.5,341,,,,1.223,,,,,4,1,0.998,mandel-agol_geometric_transit_model,7.5,211.45,205.57,7/31/13 0:00,,,
9086154,K04060.01,CANDIDATE,CANDIDATE,19 23 20.134,+45 26 08.34,224.9488,225.2744,463,13.3,0.3,0,90,0.733,0,,0.02,132,2,300,,,,0.94,,,,,5,1,0.306,mandel-agol_geometric_transit_model,13.2,329.17,287.84,6/6/13 0:00,,,
9086251,K02367.01,CANDIDATE,CANDIDATE,19 23 29.128,+45 24 37.08,131.6382,6.89204,86,1.6216,,0.55,88.81,0.074,0,,0.009,27.6,1.12,1104,6292,4.35,,1.17,1.12,2.57,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),22.5,,1.1,10/25/13 0:00
9088780,K02640.01,CANDIDATE,CANDIDATE,19 27 14.363,+45 26 07.72,136.482,33.1809,444,15.2416,,0.732,86.52,0.226,0,,0.021,11.9,9.36,914,4860,3.35,,4.11,1.4,,KIC,,,1,,Mandel and Agol (2002, ApJ,580, 171),49.6,,1.27,10/25/13 0:00
9091755,K04052.01,FALSE POSITIVE,FALSE POSITIVE,19 31 43.491,+45 24 15.37,132.3023,1.1065254,111.4,3.3,0.09,0.8,61,0.021,0,,0.011,1.6,1.08,1746,,,,0.927,,,,,893,1,0.92,mandel-agol_geometric_transit_model,17.8,17095.54,13777.92,7/31/13 0:00,,,
9092496,K04193.01,FALSE POSITIVE,FALSE POSITIVE,19 32 48.332,+45 27 15.84,200.2947,94.17687,732,5.5,0.1,0,90,0.45,0,,0.025,133,3.6,530,,,,1.326,,,,,11,1,0.996,mandel-agol_geometric_transit_model,11.7,324.74,282.03,7/31/13 0:00,,,
9092504,K02716.01,CANDIDATE,CANDIDATE,19 32 49.087,+45 26 07.43,132.122,0.9628682,335,1.6969,,0.14,88.24,0.019,0,,0.016,4.4,1.5,1689,5720,4.56,,0.85,0.96,0.4,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),33.6,,1.11,10/25/13 0:00
9092504,K02716.02,CANDIDATE,CANDIDATE,19 32 49.087,+45 26 07.43,135.9663,6.460056,429,1.9422,,0.78,87.66,0.067,0,,0.021,17,2,899,5720,4.56,,0.85,0.96,0.4,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),17.5,,0.99,10/25/13 0:00
9094763,K04779.01,FALSE POSITIVE,FALSE POSITIVE,19 35 57.437,+45 29 02.94,131.7035,1.08478,113,3.3,0.04,0,81,0.021,0,,0.01,2,0.9,1600.5,,,,0.852,,,,,717,1,0.95,mandel-agol_geometric_transit_model,8,12916.91,10179.76,7/31/13 0:00,,,
9097120,K00927.01,FALSE POSITIVE,FALSE POSITIVE,19 38 52.244,+45 29 08.74,188.98197,23.8996342,22511,3.6056,,1.35,87.66,0.168,0,,0.52,34,58,677,6223,4.46,,1.02,1.11,0.3,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),806.5,,2.84,10/25/13 0:00
9097892,K03809.01,FALSE POSITIVE,FALSE POSITIVE,19 39 49.739,+45 24 18.54,132.17443,1.6746789,469.6,1.426,0.14,0.89,78.9,0.029,0,,0.023,4.6,3.05,1829,,,,1.213,,,,,584,1,0.911,mandel-agol_geometric_transit_model,74.2,4911.72,6323.81,7/31/13 0:00,,,
9099950,K04125.01,FALSE POSITIVE,FALSE POSITIVE,19 42 26.243,+45 29 04.02,132.2722,1.1114344,39.1,3.3,0.02,0,87,0.022,0,,0.006,2.6,0.84,2212,,,,1.333,,,,,884,1,1,mandel-agol_geometric_transit_model,13,16735.36,13914.63,9/5/13 0:00,,,
9100484,K01399.01,CANDIDATE,CANDIDATE,19 43 02.600,+45 27 26.60,358.2399,8.75061,875,2.8252,,0.82,87.09,0.077,0,,0.031,14.8,2.4,634,4775,4.66,,0.7,0.81,,KIC,,,1,,Mandel and Agol (2002, ApJ,580, 171),32.3,,1.04,10/25/13 0:00
9100953,K04500.01,CANDIDATE,CANDIDATE,19 43 37.207,+45 24 19.55,138.246,8.70178,340,3.2,0.3,0.89,85,0.081,0,,0.02,10,1.9,730.2,,,,0.857,,,,,86,2,0.373,mandel-agol_geometric_transit_model,9.3,1484.31,1211.33,6/27/13 0:00,,,
9100953,K04500.02,CANDIDATE,CANDIDATE,19 43 37.207,+45 24 19.55,150.568,44.9851,638,4.3,0.3,0.8,89.2,0.243,0,,0.025,55,2.4,422.3,,,,0.857,,,,,17,2,0.943,mandel-agol_geometric_transit_model,9.2,339.83,264.7,6/27/13 0:00,,,
9101496,K01915.01,CANDIDATE,CANDIDATE,19 44 15.439,+45 25 43.03,132.6072,6.562295,268,3.9405,,0.59,87.09,0.069,0,,0.016,10.6,1.59,971,5990,4.51,,0.93,1.035,0.3,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),50.7,,1.44,10/25/13 0:00
9101496,K01915.02,FALSE POSITIVE,FALSE POSITIVE,19 44 15.439,+45 25 43.03,149.5016,67.8432,247,11.7,0.2,0,90,0.329,0,,0.014,45,1.5,445,,,,0.932,,,,,16,1,0.993,mandel-agol_geometric_transit_model,9.9,797.42,669.81,7/31/13 0:00,,,
9108085,K02470.01,CANDIDATE,CANDIDATE,19 51 08.753,+45 25 02.93,134.1147,2.174946,82,4.0176,,0.7,76.78,0.032,0,,0.009,3.11,0.82,1299,5720,4.56,,0.85,0.956,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),38,,1.2,10/25/13 0:00
9109857,K02833.01,CANDIDATE,CANDIDATE,19 52 51.665,+45 24 24.81,132.8743,1.7918814,46,1.2585,,0.94,76.2,0.03,0,,0.008,3.9,1.63,2096,6066,3.97,,1.84,1.16,5.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),14.5,,1.09,10/25/13 0:00
9110346,K03607.01,FALSE POSITIVE,FALSE POSITIVE,19 53 22.061,+45 24 27.61,131.619973,0.895266593,375480,2,0.411239,0.1,88.66,0.02,0,,0.256,4.282,80.764,2685.5,,,,2.889,,,,,0,1,-1,mandel-agol_geometric_transit_model,,,,7/31/13 0:00,,,
9110357,K00016.01,FALSE POSITIVE,FALSE POSITIVE,19 53 22.610,+45 24 35.71,133.41059,0.8952779,1354,2.8125,,1.287,31.51,0.024,0,,0.324,1.51,127,4347,8050,3.68,,3.6,2.28,0.71,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),693.1,,20.21,10/25/13 0:00
9110610,K04839.01,CANDIDATE,CANDIDATE,19 53 38.298,+45 27 41.90,150.832,21.84157,78,4.1,0.2,0.9,87,0.169,0,,0.009,19,2.5,1034,,,,2.403,,,,,44,1,0.986,mandel-agol_geometric_transit_model,7.4,1035.18,890.5,6/27/13 0:00,,,
9111849,K02042.01,CANDIDATE,CANDIDATE,19 55 00.044,+45 27 59.04,191.2539,63.0729,812,7.0691,,0.966,87.66,0.363,0,,0.034,25.1,9.5,779,6634,3.82,,2.6,1.61,1.8,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),31.2,,1.71,10/25/13 0:00
9112931,K02256.01,CANDIDATE,CANDIDATE,19 56 18.501,+45 26 26.30,137.17,10.71243,1069,2.7223,,0.65,88.24,0.083,0,,0.031,24,2.7,579,4226,4.46,,0.8,0.68,,KIC,,,1,,Mandel and Agol (2002, ApJ,580, 171),34.3,,1.18,10/25/13 0:00
9115681,K01865.01,FALSE POSITIVE,FALSE POSITIVE,19 59 29.370,+45 29 58.53,132.1955,1.8639143,323,3.0034,,0.028,89.95,0.033,0,,0.016,4.86,2.7,2033,6677,4.17,,1.57,1.32,2.29,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),76.2,,2.05,10/25/13 0:00
9115800,K00421.01,CANDIDATE,CANDIDATE,19 59 37.419,+45 26 22.84,172.819591,4.4541913,16107,2.3071,,0.485,88.24,0.049,0,,0.118,14.9,11.1,984,5321,4.47,,0.86,0.8,14,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),1363.9,,1.88,10/25/13 0:00
9117416,K03425.01,CANDIDATE,CANDIDATE,20 01 15.886,+45 29 43.37,145.4378,20.03515,123.2,6.21,0.07,0,89,0.144,0,,0.01,23,1.1,671,,,,1,,,,,49,2,0.496,mandel-agol_geometric_transit_model,13.3,1655.67,1442.16,6/27/13 0:00,,,
9117416,K03425.02,CANDIDATE,CANDIDATE,20 01 15.886,+45 29 43.37,131.6995,3.157203,53.2,3.52,0.02,0,89,0.042,0,,0.007,7,0.7,1242.3,,,,1,,,,,301,2,0.583,mandel-agol_geometric_transit_model,12.1,4804.84,4059.4,6/6/13 0:00,,,
9119458,K00525.01,CANDIDATE,CANDIDATE,20 03 37.866,+45 27 28.33,173.6833,11.531837,1194,2.2417,,0.946,87.09,0.097,0,,0.041,17,5,865,5736,4.29,,1.14,0.92,11,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),57.2,,1.09,10/25/13 0:00
9119568,K03087.01,FALSE POSITIVE,FALSE POSITIVE,20 03 44.971,+45 29 24.25,133.9587,5.548297,62,4.4866,,0.9,78.5,0.056,0,,0.009,4.4,0.79,857,5175,4.53,,0.79,0.766,14,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),19.8,,1.41,10/25/13 0:00
9119568,K03087.02,FALSE POSITIVE,FALSE POSITIVE,20 03 44.971,+45 29 24.25,131.9329,1.221842,18,6.2923,,0.04,88.81,0.02,0,,0.004,1.61,0.37,1435,5175,4.53,,0.79,0.766,14,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),10.2,,1.21,10/25/13 0:00
9139084,K00323.01,CANDIDATE,CANDIDATE,18 56 14.670,+45 30 24.66,169.87492,5.835973,540,2.0772,,0.67,87.66,0.063,0,,0.022,16.7,2.17,915,5527,4.52,,0.887,0.958,2.3,SPC,,,1,,Mandel and Agol (2002, ApJ,580, 171),112.3,,1.5,10/25/13 0:00
9140402,K00928.01,CANDIDATE,CANDIDATE,18 59 02.263,+45 35 56.86,170.8557,2.494155,478,2.5908,,0.969,68.75,0.035,0,,0.028,2.7,2.56,1212,5565,4.54,,0.853,0.926,2.1,SPC,,,1,,Mandel and Agol (2002, ApJ,580, 171),53.9,,1.69,10/25/13 0:00
9141746,K00929.01,CANDIDATE,CANDIDATE,19 02 13.154,+45 34 43.90,174.6333,6.4916717,7208,4.2273,,0.39,88.24,0.069,0,,0.078,11.8,8.7,1022,6032,4.43,,1.02,1.02,3.2,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),538,,1.23,10/25/13 0:00
9142742,K04349.01,FALSE POSITIVE,FALSE POSITIVE,19 04 14.253,+45 31 00.49,175.597,372.7304,286,11.8,0.2,0,90,1.014,0,,0.015,245,1.7,253.2,,,,1,,,,,3,1,0.055,mandel-agol_geometric_transit_model,9.1,190.06,219.59,7/31/13 0:00,,,
9143254,K01386.01,FALSE POSITIVE,FALSE POSITIVE,19 05 26.850,+45 33 18.58,133.80486,1.13752504,17903,2.063,,1.21,57.3,0.021,0,,0.39,2.23,41,1770,5923,4.46,,0.96,0.99,3.3,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),1421.4,,3.82,10/25/13 0:00
9145415,K04786.01,FALSE POSITIVE,FALSE POSITIVE,19 10 21.094,+45 35 54.57,187.494,365.807,887,11.7,0.3,0,90,0.957,0,,0.027,246,2.3,217,,,,0.785,,,,,3,1,0.929,mandel-agol_geometric_transit_model,7.5,187.5,168.94,7/31/13 0:00,,,
9146018,K00584.01,CANDIDATE,CANDIDATE,19 11 40.298,+45 35 34.33,175.6856,9.926733,731,3.8584,,0.674,87.66,0.087,0,,0.026,15.2,2.29,739,5524,4.59,,0.8,0.905,0.5,Pinsonneault,,,3,,Mandel and Agol (2002, ApJ,580, 171),97.2,,1.16,10/25/13 0:00
9146018,K00584.02,CANDIDATE,CANDIDATE,19 11 40.298,+45 35 34.33,170.3744,21.22341,594,4.7845,,0.702,88.24,0.145,0,,0.024,25.3,2.08,572,5524,4.59,,0.8,0.905,0.5,Pinsonneault,,,3,,Mandel and Agol (2002, ApJ,580, 171),71.1,,1.23,10/25/13 0:00
9146018,K00584.03,CANDIDATE,CANDIDATE,19 11 40.298,+45 35 34.33,136.4891,6.47052,118,3.4313,,0.63,87.09,0.066,0,,0.01,11.5,0.91,848,5524,4.59,,0.8,0.905,0.5,Pinsonneault,,,3,,Mandel and Agol (2002, ApJ,580, 171),18.3,,1.18,10/25/13 0:00
9149789,K02874.01,CANDIDATE,CANDIDATE,19 19 26.133,+45 30 13.83,132.01263,0.35251785,181,1.0127,,0.24,84.8,0.009,0,,0.012,2.6,1.05,2265,5484,4.59,,0.79,0.895,0.5,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),40.5,,1.08,10/25/13 0:00
9150827,K01408.01,CANDIDATE,CANDIDATE,19 21 10.693,+45 33 52.60,145.4294,14.53398,526,3.2434,,0.44,89.38,0.097,0,,0.021,31.6,1.25,434,4166,4.73,,0.54,0.567,13.9,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),37.2,,1.21,10/25/13 0:00
9150827,K01408.02,FALSE POSITIVE,FALSE POSITIVE,19 21 10.693,+45 33 52.60,208.421,82.3721,206,6.3482,,0.01,89.95,0.307,0,,0.013,100,0.76,244,4166,4.73,,0.54,0.567,13.9,Pinsonneault,,,2,,Mandel and Agol (2002, ApJ,580, 171),1.2,,1.02,10/25/13 0:00
9153554,K03044.01,FALSE POSITIVE,FALSE POSITIVE,19 25 33.516,+45 31 37.80,131.96156,0.37368571,515,0.9417,,0.77,68.18,0.01,0,,0.023,2.07,2.4,2535,5973,4.52,,0.93,1.031,0.3,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),55,,1.12,10/25/13 0:00
9153570,K02625.01,CANDIDATE,CANDIDATE,19 25 35.486,+45 35 18.81,132.5764,3.813668,308,1.8887,,0.87,84.22,0.046,0,,0.019,8.3,1.62,1015,5529,4.59,,0.8,0.903,0.5,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),15.9,,1.25,10/25/13 0:00
9156585,K02054.01,FALSE POSITIVE,FALSE POSITIVE,19 30 31.326,+45 34 27.19,134.4474,22.324224,1232,2.9079,,0.87,88.24,0.149,0,,0.038,33,3.8,611,5612,4.47,,0.91,0.89,7.8,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),34.6,,2.4,10/25/13 0:00
9157634,K00526.01,CANDIDATE,CANDIDATE,19 32 13.733,+45 33 04.28,171.04422,2.1047142,923,1.8507,,0.8,81.93,0.031,0,,0.031,5.7,2.7,1240,5526,4.58,,0.8,0.903,0.8,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),173.2,,1.37,10/25/13 0:00
9157908,K01400.01,FALSE POSITIVE,FALSE POSITIVE,19 32 41.799,+45 31 16.42,142.32848,9.4147537,817,3.3546,,0,89.95,0.092,0,,0.025,22.3,3.3,1016,6418,4.36,,1.185,1.17,1.64,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),146.9,,10.39,10/25/13 0:00
9159242,K02566.01,FALSE POSITIVE,FALSE POSITIVE,19 34 41.821,+45 31 02.06,132.4739,3.044629,71,6.0255,,0.03,89.38,0.04,0,,0.007,3.92,1.11,1429,5571,4.13,,1.35,0.898,14,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),23.9,,1.19,10/25/13 0:00
9159265,K03877.01,FALSE POSITIVE,FALSE POSITIVE,19 34 43.740,+45 30 41.03,132.4205,3.044876,200,5.87,0.07,0,90,0.04,0,,0.013,4,1.16,1127,,,,0.827,,,,,326,1,0.951,mandel-agol_geometric_transit_model,35.3,10381.45,8351.81,9/5/13 0:00,,,
9159275,K00930.01,FALSE POSITIVE,FALSE POSITIVE,19 34 44.385,+45 31 00.59,172.01896,3.0447784,1798,6.8073,,0.025,89.38,0.04,0,,0.038,3.6,3.3,1101,5559,4.58,,0.81,0.913,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),239.4,,2.21,10/25/13 0:00
9161118,K03898.01,FALSE POSITIVE,FALSE POSITIVE,19 37 16.890,+45 30 04.62,132.5359,1.3067121,598,3.44,0.07,0,90,0.021,0,,0.021,3,1.9,1224.9,,,,0.822,,,,,596,1,0.956,mandel-agol_geometric_transit_model,30.5,10488.18,10452.83,7/31/13 0:00,,,
9162741,K00703.01,FALSE POSITIVE,FALSE POSITIVE,19 39 38.884,+45 34 00.07,169.9527,1.3686106,137,1.6712,,0.45,85.37,0.025,0,,0.01,5.7,1.33,1866,6178,4.357,,1.172,1.141,,J-K,,,1,,Mandel and Agol (2002, ApJ,580, 171),54.4,,1.14,10/25/13 0:00
9164836,K00213.01,FALSE POSITIVE,FALSE POSITIVE,19 42 50.940,+45 35 23.18,170.83882,48.118817,72407,4.9927,,1.29,88.81,0.263,0,,0.63,67,65,505,6030,4.5,,0.95,1.046,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),531.4,,0.08,10/25/13 0:00
9166862,K00931.01,CANDIDATE,CANDIDATE,19 45 34.358,+45 34 06.82,170.678251,3.8556024,15955,3.1938,,0.025,89.95,0.048,0,,0.114,10.29,11.1,1115,5870,4.54,,0.89,0.997,0.4,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),1494.3,,3.37,10/25/13 0:00
9166870,K00932.01,FALSE POSITIVE,FALSE POSITIVE,19 45 34.900,+45 34 11.71,170.67875,3.8556,1206,2.9669,,0.08,89.38,0.048,0,,0.031,10.2,3,1107,5853,4.54,,0.88,0.989,0.3,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),122.4,,1.89,10/25/13 0:00
9171801,K00933.01,FALSE POSITIVE,FALSE POSITIVE,19 51 09.236,+45 33 55.50,171.62196,3.18585499,1,1.2288,,0.316,88.81,0.042,0,,8.10E-04,18.815,0.08,1052,5248,4.55,,0.87,0.97,,KIC,,,1,,Mandel and Agol (2002, ApJ,580, 171),0,,0.61,10/25/13 0:00
9171886,K04525.01,FALSE POSITIVE,FALSE POSITIVE,19 51 15.059,+45 30 31.24,173.316,369.804,724,12.2,0.3,0,90,0.996,0,,0.024,236,2.3,236,,,,0.859,,,,,3,1,0.886,mandel-agol_geometric_transit_model,7.1,198.63,226.35,7/31/13 0:00,,,
9177629,K02522.01,CANDIDATE,CANDIDATE,19 57 31.582,+45 35 32.06,133.8269,5.604018,215,1.1209,,0.23,89.38,0.055,0,,0.013,38,1,752,4838,4.61,,0.7,0.7,13.8,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),27.7,,1.28,10/25/13 0:00
9178185,K03868.01,FALSE POSITIVE,FALSE POSITIVE,19 58 12.810,+45 31 19.38,133.29621,2.9926906,365,1.23,0.027,0.4,88.5,0.048,0,,0.018,17,7.4,2283,,,,3.794,,,,,327,1,0.444,mandel-agol_geometric_transit_model,36.1,2533.48,2177.79,7/31/13 0:00,,,
9180566,K04616.01,FALSE POSITIVE,FALSE POSITIVE,20 00 47.161,+45 30 50.15,162.702,51.31346,588,3.9,0.1,0,90,0.299,0,,0.022,101,6,762,,,,2.525,,,,,5,1,0.892,mandel-agol_geometric_transit_model,8.5,88.94,130.89,7/31/13 0:00,,,
9183378,K04222.01,CANDIDATE,CANDIDATE,20 03 44.495,+45 35 47.54,133.9746,3.385562,112,2.11,0.27,0.96,76,0.044,0,,0.012,4.1,2.05,1484,,,,1.515,,,,,290,1,0.496,mandel-agol_geometric_transit_model,10.5,4149.52,3369.62,7/31/13 0:00,,,
9202151,K01393.01,CANDIDATE,CANDIDATE,18 54 13.330,+45 36 51.34,355.35765,1.6947354,1362,1.6713,,0.65,84.22,0.022,0,,0.035,6.3,2.3,913,3972,4.59,,0.6,0.51,,KIC,,,1,,Mandel and Agol (2002, ApJ,580, 171),102.2,,1.14,10/25/13 0:00
9202434,K04253.01,CANDIDATE,CANDIDATE,18 54 54.126,+45 40 36.66,194.4599,173.2549,711,1.55,0.04,0,90,0.638,0,,0.025,863,2.9,364,,,,1.077,,,,,6,1,0.102,mandel-agol_geometric_transit_model,11.8,40.23,27.23,6/6/13 0:00,,,
9205907,K02528.01,CANDIDATE,CANDIDATE,19 02 41.704,+45 38 23.49,136.2046,12.02298,775,1.536,,1.01,87.09,0.104,0,,0.053,18.7,5.4,793,6002,4.51,,0.93,1.035,0.3,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),25.1,,1.05,10/25/13 0:00
9205938,K02162.01,CANDIDATE,CANDIDATE,19 02 46.077,+45 41 21.80,173.7518,108.593,361,8.0975,,0.44,89.95,0.458,0,,0.018,94,1.89,398,6142,4.48,,0.99,1.084,0.3,Pinsonneault,,,1,,Mandel and Agol (2002, ApJ,580, 171),28.1,,1.04,10/25/13 0:00
9205938,K02162.02,CANDIDATE,CANDIDATE,19 02 46.077,+45 41 21.80,331.149,199.6653,147,15.1,0.2,0,90,0.687,0,,0.011,101,1.2,326,,,,0.99,,,,,5,1,0.716,mandel-agol_geometric_transit_model,8.5,366.48,357.49,7/31/13 0:00,,,
